Name,Survival,Fare,Age,PassengerClass,No_of_siblings_plus_spouses_on_board,No_of_parents_plus_children_on_board,Sex_female,Sex_male,Sex_nan,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unkown,Embarked_Cherbourg,Embarked_Queenstown,Embarked_Southampton,Embarked_Unknown
"Otter, Mr. Richard",0,13.0,39.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Osman, Mrs. Mara",1,8.6833,31.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Ibrahim Shawah, Mr. Yousseff",0,7.2292,30.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",0,24.15,30.0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Ponesell, Mr. Martin",0,13.0,34.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Hedman, Mr. Oskar Arvid",1,6.975,27.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Andrews, Mr. Thomas Jr",0,0.0,39.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Pettersson, Miss. Ellen Natalia",0,7.775,18.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Meyer, Mr. August",0,13.0,39.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,53.1,33.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Alexander, Mr. William",0,7.8875,26.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Lester, Mr. James",0,24.15,39.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Andersson, Miss. Ebba Iris Alfrida",0,31.275,6.0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Fry, Mr. Richard",0,0.0,-999.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Heininen, Miss. Wendla Maria",0,7.925,23.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Mallet, Mr. Albert",0,37.0042,31.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Holm, Mr. John Fredrik Alexander",0,6.45,43.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Skoog, Master. Karl Thorsten",0,27.9,10.0,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,93.5,52.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Lulic, Mr. Nikola",1,8.6625,27.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Reuchlin, Jonkheer. John George",0,0.0,38.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Moor, Mrs. (Beila)",1,12.475,27.0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Panula, Master. Urho Abraham",0,39.6875,2.0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Flynn, Mr. John",0,6.95,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Lam, Mr. Len",0,56.4958,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Mallet, Master. Andre",1,37.0042,1.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Stone, Mrs. George Nelson (Martha Evelyn)",1,80.0,62.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Yasbeck, Mrs. Antoni (Selini Alexander)",1,14.4542,15.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Saad, Mr. Amin",0,7.2292,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Augustsson, Mr. Albert",0,7.8542,23.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Allum, Mr. Owen George",0,8.3,18.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Compton, Miss. Sara Rebecca",1,83.1583,39.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Pasic, Mr. Jakob",0,8.6625,21.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Sirota, Mr. Maurice",0,8.05,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Chip, Mr. Chang",1,56.4958,32.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Marechal, Mr. Pierre",1,29.7,-999.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Alhomaki, Mr. Ilmari Rudolf",0,7.925,20.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Serepeca, Miss. Augusta",1,31.0,30.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Culumovic, Mr. Jeso",0,8.6625,17.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Abbing, Mr. Anthony",0,7.55,42.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Markoff, Mr. Marin",0,7.8958,35.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Harper, Rev. John",0,33.0,28.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,89.1042,-999.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Andersson, Master. Sigvard Harald Elias",0,31.275,4.0,3,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Svensson, Mr. Johan",0,7.775,74.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Lines, Miss. Mary Conover",1,39.4,16.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",0,26.0,44.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Wick, Mrs. George Dennick (Mary Hitchcock)",1,164.8667,45.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Daly, Mr. Peter Denis ",1,26.55,51.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Baclini, Mrs. Solomon (Latifa Qurban)",1,19.2583,24.0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Hansen, Mr. Claus Peter",0,14.1083,41.0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Giles, Mr. Frederick Edward",0,11.5,21.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,25.9292,48.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Sage, Miss. Dorothy Edith ""Dolly""",0,69.55,-999.0,3,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Gill, Mr. John William",0,13.0,24.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Bystrom, Mrs. (Karolina)",1,13.0,42.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Duran y More, Miss. Asuncion",1,13.8583,27.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Roebling, Mr. Washington Augustus II",0,50.4958,31.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"van Melkebeke, Mr. Philemon",0,9.5,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Balkic, Mr. Cerin",0,7.8958,26.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,52.5542,47.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Vander Cruyssen, Mr. Victor",0,9.0,47.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Abelson, Mrs. Samuel (Hannah Wizosky)",1,24.0,28.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Najib, Miss. Adele Kiamie ""Jane""",1,7.225,15.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Petroff, Mr. Nedelio",0,7.8958,19.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Laleff, Mr. Kristo",0,7.8958,-999.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,83.1583,56.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Shelley, Mrs. William (Imanita Parrish Hall)",1,26.0,25.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Markun, Mr. Johann",0,7.8958,33.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Dahlberg, Miss. Gerda Ulrika",0,10.5167,22.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Banfield, Mr. Frederick James",0,10.5,28.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Sutehall, Mr. Henry Jr",0,7.05,25.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Rice, Mrs. William (Margaret Norton)",0,29.125,39.0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Graham, Miss. Margaret Edith",1,30.0,19.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Johnston, Miss. Catherine Helen ""Carrie""",0,23.45,-999.0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Behr, Mr. Karl Howell",1,30.0,26.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Dooley, Mr. Patrick",0,7.75,32.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
